Ht (norm),Wt (norm),40yd (norm),Vertical (norm),Bench (norm),Broad Jump (norm),3Cone (norm),Shutle (norm)
1.611101312,2.891406176,1.956375373,-0.324817168,-0.944758696,-0.7129709,0.321575816,-0.272356348
0.255151791,-0.309096545,0.150191624,-1.344496379,-0.745071063,-1.545964538,-1.415734192,-1.087672024
-1.100797729,-1.011645923,1.354314123,-0.494763703,1.251805273,-0.546372172,-0.990270517,-0.54412824
-0.422822969,-0.309096545,-0.451869626,0.694862043,-0.944758696,0.120022739,0.073388672,-0.54412824
1.611101312,0.549574917,0.391016124,0.185022438,-1.344133963,-0.879569627,-0.245709085,-1.087672024
-0.422822969,-0.621340713,0.270603874,-0.834656774,-1.943196864,0.286621467,0.711584185,0.16247868
0.933126552,-0.777462797,-0.692694126,-0.664710238,-0.545383429,-0.379773444,-1.203002355,-0.000584456
1.611101312,0.783758043,0.270603874,0.015075902,-1.344133963,-0.379773444,0.534307653,1.358275005
-1.100797729,-0.621340713,0.210397749,-0.494763703,1.052117639,1.286213834,-2.053929706,-0.326710726
0.255151791,1.408246378,0.029779374,-0.324817168,0.253367105,-1.712563266,0.215209897,1.249566248
-0.422822969,-0.152974461,0.872665123,-1.854335985,0.852430006,-0.213174716,-0.742083373,0.108124301
